client_id,client_type,acquisition_purpose,country,region,property_type,age,annual_income,budget_range,satisfaction_score,property_value,investment_horizon_years,num_prior_investments,risk_tolerance,cluster_kmeans,cluster_hierarchical,segment_name
CL00439,institutional,investment_rental,usa,europe,mixed_use,52.0,416213,1381507,1.5425064640292536,1952272,5,4,medium,5,5,
CL00440,individual,primary_residence,uk,asia_pacific,industrial,38.0,84460,3310912,1.5825145868216937,5425463,5,12,medium,7,0,
CL00441,individual,flip_resale,usa,middle_east,residential,54.0,429437,2704684,3.78972646894877,4997384,17,15,medium,0,8,
CL00442,real_estate_fund,primary_residence,uae,middle_east,commercial,32.0,446690,835053,3.5712263643446946,4326429,9,0,low,8,5,
CL00443,corporate,portfolio_diversification,uk,europe,residential,49.0,145375,662167,4.130982697005547,6521400,6,12,high,2,4,
CL00444,corporate,investment_rental,germany,asia_pacific,mixed_use,53.0,404804,3219712,4.749924689596419,3318097,19,21,medium,0,8,
CL00445,foreign_investor,commercial_use,usa,middle_east,mixed_use,22.0,182117,411741,3.767709453066368,2185030,16,10,medium,1,0,
CL00446,real_estate_fund,investment_rental,usa,middle_east,mixed_use,68.0,383463,4297930,1.6234061462057738,2100852,2,20,medium,6,3,
CL00447,real_estate_fund,portfolio_diversification,singapore,middle_east,residential,49.0,146582,1758800,1.9737704670616427,7509542,10,7,medium,7,0,
CL00448,foreign_investor,investment_rental,uae,europe,industrial,74.0,428138,1643971,4.368774923492458,5384748,16,24,low,0,8,
CL00449,corporate,investment_rental,usa,asia_pacific,mixed_use,63.0,273015,1907737,1.8372243033368343,162120,5,7,low,1,3,
CL00450,individual,portfolio_diversification,canada,asia_pacific,mixed_use,28.0,183778,3851531,1.2900892678179257,774135,15,23,low,4,2,
CL00451,foreign_investor,investment_rental,canada,asia_pacific,residential,23.0,334915,2405289,3.813120216169002,4967167,13,13,medium,8,2,
CL00452,corporate,flip_resale,uk,asia_pacific,commercial,63.0,82335,3131301,2.610105421960568,7881445,13,12,low,3,4,
CL00453,corporate,flip_resale,uk,north_america,commercial,45.0,259087,2944472,4.680160210183614,7757471,13,2,low,3,4,
CL00454,real_estate_fund,investment_rental,australia,north_america,industrial,25.0,82949,244454,3.601020284374646,4889052,15,3,medium,7,4,
CL00455,individual,commercial_use,singapore,asia_pacific,industrial,65.0,493930,4730746,1.361675911166643,6980707,14,19,low,6,7,
CL00456,corporate,portfolio_diversification,uae,europe,mixed_use,40.0,125558,354043,2.9694681948049957,6256428,8,14,medium,2,0,
CL00457,individual,flip_resale,germany,north_america,residential,47.0,438456,4937502,2.0342290545609836,2203902,11,14,medium,6,7,
CL00458,corporate,commercial_use,uk,middle_east,mixed_use,32.0,394416,2660079,2.348849961625143,4895920,18,20,low,4,7,
CL00459,individual,investment_rental,uk,north_america,industrial,61.0,294860,4914647,2.609041654734168,7312517,4,12,medium,6,1,
CL00460,individual,commercial_use,uk,middle_east,residential,71.0,177646,1945733,1.204897185617253,2371186,10,8,low,5,8,
CL00461,individual,primary_residence,germany,asia_pacific,residential,64.0,272887,4404388,2.9860616889224194,5938773,1,24,high,6,1,
CL00462,institutional,flip_resale,uae,north_america,industrial,32.0,496933,1114391,1.493273964301169,6290213,5,9,medium,2,5,
CL00463,institutional,investment_rental,singapore,europe,commercial,66.0,467282,573006,2.603881306753407,3471613,13,11,low,5,6,
CL00464,corporate,portfolio_diversification,uk,north_america,commercial,24.0,222898,4274904,2.402839151968337,7667475,1,13,low,2,1,
CL00465,real_estate_fund,investment_rental,usa,north_america,residential,33.0,181285,2984991,4.091360333706014,7073985,8,0,medium,7,4,
CL00466,corporate,portfolio_diversification,uae,north_america,mixed_use,24.0,101916,173568,4.212682046530924,984030,3,13,low,1,0,
CL00467,individual,investment_rental,singapore,asia_pacific,commercial,63.0,227223,3304288,1.613651529556352,4536152,3,13,low,6,3,
CL00468,foreign_investor,commercial_use,uae,europe,mixed_use,48.0,289590,1297442,2.466204749516905,2501441,7,7,medium,1,6,
CL00469,individual,commercial_use,usa,north_america,commercial,70.0,278090,1299529,2.4934126441273268,6251570,4,15,high,2,8,
CL00470,real_estate_fund,commercial_use,canada,europe,commercial,23.0,80906,1890228,1.6056417757443402,3074553,3,13,medium,1,0,
CL00471,individual,primary_residence,usa,asia_pacific,mixed_use,70.0,292607,2423176,4.193814020204762,2416598,15,0,medium,3,6,
CL00472,real_estate_fund,portfolio_diversification,australia,middle_east,industrial,37.0,455189,1329351,3.828913313341693,1926238,8,15,high,8,2,
CL00473,individual,commercial_use,usa,north_america,commercial,23.0,104694,1061858,1.761527145188139,212784,3,17,low,1,0,
CL00474,foreign_investor,primary_residence,singapore,europe,commercial,51.0,443867,571678,2.466887634375196,7408842,7,6,high,2,5,
CL00475,corporate,portfolio_diversification,usa,europe,mixed_use,41.0,360838,1529740,1.4232200994260569,5277736,18,14,medium,5,0,
CL00476,real_estate_fund,investment_rental,canada,asia_pacific,industrial,59.0,312152,3082885,2.9694681948049957,5414154,11,23,medium,0,7,
CL00477,individual,primary_residence,uae,north_america,commercial,49.0,100474,4308694,1.4854876981944787,6047162,11,16,high,4,7,
CL00478,corporate,flip_resale,usa,middle_east,commercial,46.0,68185,597619,4.943736674499672,5165152,17,18,low,0,4,
CL00479,real_estate_fund,primary_residence,uk,europe,industrial,53.0,380068,318547,4.122728298751449,6658676,6,22,low,2,5,
CL00480,corporate,primary_residence,usa,north_america,commercial,31.0,292048,651595,2.5609541983359803,5060662,8,12,medium,2,5,
CL00481,institutional,portfolio_diversification,usa,middle_east,industrial,48.0,497633,4521740,3.3142557291174177,2609730,1,8,medium,6,3,
CL00482,institutional,investment_rental,australia,europe,industrial,61.0,286574,2422273,4.6453672648656354,4588072,10,23,medium,0,8,
CL00483,corporate,flip_resale,uk,europe,mixed_use,54.0,232211,2184820,3.2163971215833045,2145127,19,23,low,0,1,
CL00484,institutional,commercial_use,germany,middle_east,residential,34.0,327124,1522533,1.6979939455918207,7926604,3,14,medium,2,0,
CL00485,corporate,commercial_use,singapore,middle_east,industrial,62.0,52504,3939346,2.5148134223246372,1891070,4,24,medium,6,1,
CL00486,real_estate_fund,primary_residence,singapore,asia_pacific,mixed_use,63.0,84970,3958804,4.372579460118981,1658834,11,2,medium,3,4,
CL00487,individual,portfolio_diversification,usa,north_america,residential,68.0,308910,2425452,3.5768520639584716,1185108,15,23,high,0,8,
CL00488,individual,portfolio_diversification,usa,north_america,commercial,58.0,146944,1493488,3.6028975373352012,7308646,1,0,medium,3,4,
CL00489,real_estate_fund,commercial_use,germany,asia_pacific,residential,37.0,386066,1028252,4.467285942753957,4487739,9,15,low,2,5,
CL00490,foreign_investor,flip_resale,australia,europe,industrial,66.0,434911,687073,4.575892229850019,628365,11,7,medium,1,6,
CL00491,corporate,investment_rental,uk,middle_east,industrial,48.0,441012,700338,4.679170287117746,5306371,19,22,medium,0,8,
CL00492,institutional,flip_resale,uk,middle_east,industrial,41.0,203615,4841330,1.3793967730126244,3064212,13,12,low,4,7,
CL00493,individual,investment_rental,uae,middle_east,industrial,71.0,437775,174231,3.1765040078524036,2224242,16,7,low,5,6,
CL00494,individual,commercial_use,australia,europe,industrial,64.0,194211,3626185,3.9620380848732744,7994168,4,16,high,3,1,
CL00495,corporate,investment_rental,uk,middle_east,mixed_use,48.0,150494,4245466,4.027707380508055,5382761,1,21,high,6,1,
CL00496,corporate,portfolio_diversification,uk,middle_east,industrial,62.0,264941,1950131,3.4268648078800155,3365400,13,22,medium,0,8,
CL00497,corporate,primary_residence,canada,asia_pacific,mixed_use,37.0,38802,4788200,1.6671493407346967,1769110,1,13,low,6,0,
CL00498,individual,primary_residence,usa,europe,commercial,55.0,497059,2353840,4.189682215766657,5272969,5,20,high,2,5,
CL00499,real_estate_fund,commercial_use,usa,north_america,industrial,53.0,201277,2693050,3.880445334059783,644209,5,20,high,1,1,
CL00500,real_estate_fund,portfolio_diversification,singapore,asia_pacific,industrial,47.0,326303,4122529,1.3445430861961452,763398,14,6,medium,5,6,
CL00501,institutional,flip_resale,canada,asia_pacific,residential,46.0,41516,3213534,2.855239298697505,1684230,14,14,high,4,1,
CL00502,corporate,portfolio_diversification,usa,north_america,commercial,23.0,342636,3700957,1.6959095980872143,6706410,8,15,high,4,1,
CL00503,individual,primary_residence,uae,asia_pacific,industrial,33.0,321230,2898610,2.3499081828518875,1913796,4,18,high,6,2,
CL00504,foreign_investor,primary_residence,uae,europe,industrial,61.0,143758,3271856,1.0723243688227417,5601151,7,5,high,7,0,
CL00505,institutional,portfolio_diversification,uae,middle_east,commercial,30.0,60480,1180132,2.601319473643033,4940280,19,22,medium,4,0,
CL00506,individual,portfolio_diversification,singapore,europe,mixed_use,48.0,213163,1825812,3.199507684624842,1001980,15,0,medium,1,6,
CL00507,real_estate_fund,primary_residence,uae,north_america,industrial,47.0,158023,3385749,3.4783303713083473,1916299,4,11,medium,1,1,
CL00508,foreign_investor,flip_resale,uk,north_america,residential,30.0,402339,4870554,3.6539613805148403,4617610,19,17,medium,4,7,
CL00509,real_estate_fund,commercial_use,uae,asia_pacific,industrial,31.0,208838,1762918,2.9694681948049957,4170018,9,15,medium,2,5,
CL00510,institutional,commercial_use,uae,europe,residential,48.0,330881,617200,1.8618516291029201,7039279,13,11,high,5,8,
CL00511,institutional,portfolio_diversification,uae,europe,residential,55.0,301409,4477987,1.4819272897538718,6841891,14,19,medium,6,7,
CL00512,corporate,commercial_use,canada,north_america,industrial,69.0,144165,3939973,4.406148687591703,7036608,14,12,medium,3,4,
CL00513,real_estate_fund,primary_residence,usa,europe,industrial,48.0,149501,1463864,1.6264512595705996,7608403,10,7,medium,7,0,
CL00514,foreign_investor,primary_residence,germany,north_america,residential,60.0,279329,4826429,4.899040325344782,1812656,16,21,medium,0,7,
CL00515,individual,portfolio_diversification,germany,europe,commercial,23.0,363134,1329003,4.370152917594548,5044097,5,0,medium,8,5,
CL00516,individual,portfolio_diversification,uk,europe,commercial,22.0,307530,2060220,3.0035064235583966,2760366,6,20,low,2,2,
CL00517,corporate,portfolio_diversification,uae,europe,industrial,72.0,396862,3100264,4.925685699688101,5862946,2,6,medium,3,3,
CL00518,foreign_investor,flip_resale,uk,north_america,mixed_use,57.0,329569,872291,1.3895069164320168,7223160,13,14,low,5,8,
CL00519,real_estate_fund,commercial_use,usa,asia_pacific,commercial,45.0,151635,3614674,2.2122630447004066,5459068,13,21,low,4,7,
CL00520,individual,portfolio_diversification,uk,europe,industrial,48.0,204326,1133879,3.552897660162446,1384599,19,12,medium,1,6,
CL00521,corporate,investment_rental,usa,north_america,commercial,23.0,250935,2248164,2.400027473892715,6261030,18,12,low,4,0,
CL00522,corporate,investment_rental,uk,north_america,mixed_use,52.0,83634,3173961,4.713490207923167,5106780,19,8,medium,3,4,
CL00523,real_estate_fund,primary_residence,germany,europe,industrial,35.0,208734,318168,1.2625043527112703,710846,1,23,low,1,0,
CL00524,foreign_investor,commercial_use,uk,europe,mixed_use,23.0,379132,248178,3.1976473282438582,4473242,8,14,low,2,5,
CL00525,foreign_investor,portfolio_diversification,germany,asia_pacific,industrial,50.0,264856,158123,3.363465069580458,1345307,16,3,medium,1,6,
CL00526,corporate,investment_rental,uae,north_america,mixed_use,36.0,398481,2308977,3.6109124951088964,7238323,2,12,medium,2,5,
CL00527,corporate,commercial_use,canada,north_america,commercial,33.0,248599,1317309,2.0226648933272577,3021712,8,11,high,1,5,
CL00528,individual,primary_residence,uae,middle_east,commercial,58.0,267919,2967543,2.458265710079458,4267143,6,4,medium,6,3,
CL00529,individual,flip_resale,usa,north_america,mixed_use,49.0,498668,3470698,4.374722118659911,7053538,16,6,low,3,2,
CL00530,foreign_investor,commercial_use,singapore,asia_pacific,mixed_use,41.0,433359,2422018,1.7797710758806393,3127407,11,7,medium,5,2,
CL00531,foreign_investor,commercial_use,usa,middle_east,mixed_use,60.0,438797,815003,4.307471388693449,1005656,17,4,medium,5,6,
CL00532,real_estate_fund,flip_resale,uae,middle_east,industrial,45.0,97443,2375598,3.2506216916109696,4810745,19,8,medium,7,4,
CL00533,real_estate_fund,commercial_use,canada,middle_east,commercial,42.0,321568,4992571,4.0487500447763285,6967123,11,13,high,3,2,
CL00534,corporate,primary_residence,usa,europe,industrial,31.0,380988,4591260,3.854429465053886,7854723,8,11,medium,8,2,
CL00535,foreign_investor,primary_residence,uk,europe,commercial,67.0,334128,936002,1.830045981539516,6025709,4,3,medium,5,5,
CL00536,real_estate_fund,flip_resale,singapore,north_america,residential,35.0,71505,1461621,3.2752509457354915,3716568,11,19,medium,4,0,
CL00537,foreign_investor,portfolio_diversification,canada,middle_east,industrial,58.0,132478,1270642,4.4708926112203695,4829020,8,7,high,3,4,
CL00538,individual,investment_rental,singapore,asia_pacific,commercial,39.0,92699,490508,2.7284649472077174,1942363,9,16,medium,1,0,
CL00539,corporate,portfolio_diversification,uk,europe,commercial,45.0,450173,1869107,4.866363080893267,788922,2,7,low,8,2,
CL00540,individual,commercial_use,singapore,asia_pacific,industrial,35.0,448680,136160,2.8088604004068722,927867,16,20,medium,0,2,
CL00541,real_estate_fund,investment_rental,uk,asia_pacific,industrial,55.0,406156,119156,1.5711425466715387,4210861,6,0,medium,5,5,
CL00542,institutional,flip_resale,singapore,europe,commercial,33.0,184721,2670348,2.557738720310693,5712769,19,19,high,4,0,
CL00543,individual,flip_resale,australia,europe,industrial,43.0,465281,2662688,4.806809625562149,3216461,8,1,medium,8,2,
CL00544,institutional,investment_rental,singapore,europe,mixed_use,27.0,326902,4754126,2.278883397359417,6021083,14,3,low,8,2,
CL00545,institutional,primary_residence,canada,europe,industrial,57.0,166668,4251674,4.472392639468252,5906911,16,23,high,0,7,
CL00546,corporate,investment_rental,usa,middle_east,industrial,66.0,308518,1914630,4.525002726727559,2652884,12,20,high,0,8,
CL00547,individual,commercial_use,singapore,middle_east,industrial,57.0,148686,981809,2.4007460973278443,7176238,5,0,low,7,4,
CL00548,institutional,primary_residence,germany,middle_east,commercial,43.0,295919,4599311,1.3330306322025285,6658371,19,6,high,4,2,
CL00549,corporate,flip_resale,usa,middle_east,mixed_use,35.0,319532,837197,3.898231636635273,1852424,18,0,medium,8,6,
CL00550,foreign_investor,investment_rental,canada,north_america,residential,37.0,415944,3908282,2.246049196055944,3451643,9,8,medium,8,7,
CL00551,corporate,portfolio_diversification,uk,middle_east,residential,57.0,313173,745649,4.13169445703029,4325252,2,2,high,1,4,
CL00552,foreign_investor,portfolio_diversification,singapore,europe,mixed_use,46.0,113981,312986,2.7706193930417324,1335560,12,11,medium,1,0,
CL00553,corporate,commercial_use,germany,asia_pacific,mixed_use,53.0,345783,3443014,2.9410669693704863,6659887,2,18,low,6,1,
CL00554,corporate,portfolio_diversification,singapore,middle_east,mixed_use,54.0,144010,3738236,4.111637626994147,1910968,10,14,medium,3,1,
CL00555,foreign_investor,investment_rental,usa,north_america,commercial,66.0,437861,129777,2.5294533242465116,1096301,1,21,medium,1,8,
CL00556,corporate,investment_rental,uae,europe,residential,57.0,61105,3502155,2.772509381291658,5006113,4,15,low,6,1,
CL00557,individual,portfolio_diversification,uae,asia_pacific,mixed_use,41.0,436884,3927271,2.5047618750784886,4477101,12,9,medium,8,7,
CL00558,individual,investment_rental,canada,asia_pacific,commercial,39.0,289021,4714965,2.46936206110912,1017838,9,21,medium,6,2,
CL00559,foreign_investor,commercial_use,uk,middle_east,residential,59.0,177032,298110,3.1037863076058376,1207880,4,5,medium,1,6,
CL00560,institutional,primary_residence,uk,asia_pacific,industrial,24.0,156519,4179430,4.235197778004602,3237714,9,16,medium,4,1,
CL00561,institutional,commercial_use,singapore,middle_east,commercial,44.0,172429,514627,2.4470732476902635,4469859,6,20,high,2,0,
CL00562,individual,commercial_use,uk,middle_east,residential,53.0,487820,2903089,3.097018882150947,7896911,1,21,medium,2,5,
CL00563,individual,investment_rental,singapore,europe,commercial,66.0,394883,2475163,2.9694681948049957,3628192,10,23,medium,0,8,
CL00564,individual,primary_residence,singapore,europe,residential,37.0,343940,3832517,2.07775778521462,1721853,14,16,low,4,2,
CL00565,corporate,investment_rental,canada,north_america,residential,26.0,307948,3391066,2.1100912196095702,618224,18,20,medium,4,2,
CL00566,corporate,flip_resale,uae,europe,industrial,25.0,157732,4984872,4.733652508093819,3280576,6,18,high,4,1,
CL00567,corporate,investment_rental,uae,europe,commercial,42.0,175698,4853954,3.8941382933243545,3390216,18,17,medium,4,1,
CL00568,corporate,investment_rental,usa,middle_east,mixed_use,61.0,189204,1317933,3.3087467048932355,1457066,16,10,medium,1,6,
CL00569,real_estate_fund,investment_rental,usa,europe,industrial,72.0,300095,1799547,3.590880217682448,5730615,15,23,medium,0,8,
CL00570,individual,primary_residence,usa,middle_east,industrial,35.0,429665,2977597,1.1171977724136735,5750068,16,6,medium,5,7,
CL00571,corporate,investment_rental,usa,middle_east,residential,60.0,311209,4500131,3.4724118622467874,935890,8,9,low,6,6,
CL00572,foreign_investor,primary_residence,singapore,europe,mixed_use,52.0,393647,3209823,3.0380354928968076,4237954,13,6,high,5,7,
CL00573,corporate,portfolio_diversification,singapore,north_america,commercial,35.0,135072,442424,3.1829987191177427,6055686,11,4,low,7,4,
CL00574,institutional,flip_resale,uae,north_america,mixed_use,48.0,170202,1561659,2.4376953073232683,5774328,7,11,medium,7,0,
CL00575,foreign_investor,primary_residence,germany,asia_pacific,mixed_use,33.0,119360,3040107,1.3258955908517676,1072229,17,15,medium,4,2,
CL00576,real_estate_fund,portfolio_diversification,australia,asia_pacific,mixed_use,48.0,92287,2150241,1.7733569344482087,2988109,18,24,medium,4,0,
CL00577,individual,primary_residence,germany,europe,mixed_use,38.0,268009,3121034,4.802978852850687,2753441,19,20,low,0,2,
CL00578,real_estate_fund,primary_residence,singapore,north_america,mixed_use,66.0,212774,1256245,2.634798249083736,4956799,13,17,medium,0,8,
CL00579,corporate,flip_resale,uae,middle_east,residential,44.0,198065,258998,2.8667326233234567,348017,15,2,low,1,6,
CL00580,individual,commercial_use,uk,asia_pacific,residential,35.0,192947,1776079,1.210839159413756,3893757,1,19,low,2,0,
CL00581,corporate,commercial_use,usa,middle_east,industrial,28.0,276356,722995,1.1502649181759224,5409245,16,14,medium,7,0,
CL00582,real_estate_fund,primary_residence,uk,asia_pacific,residential,67.0,167126,3862853,3.8687257881870307,5196528,5,4,medium,3,3,
CL00583,corporate,investment_rental,canada,europe,industrial,53.0,260881,4150230,3.152378656484445,7161673,3,12,low,6,1,
CL00584,individual,portfolio_diversification,germany,north_america,industrial,36.0,137357,2103011,3.0348239368650667,3018921,10,18,low,4,0,
CL00585,institutional,investment_rental,usa,asia_pacific,commercial,65.0,471733,1376120,1.9724981216906747,5015368,19,11,high,5,8,
CL00586,individual,investment_rental,uae,north_america,mixed_use,38.0,237440,4561918,3.979002926519689,6602430,5,22,high,2,1,
CL00587,individual,primary_residence,germany,middle_east,residential,62.0,59670,3473195,1.6729463164339675,3153225,7,20,low,6,1,
CL00588,individual,primary_residence,usa,europe,commercial,68.0,341256,1908516,1.7597389746440801,2479518,14,4,medium,5,6,
CL00589,individual,primary_residence,uk,north_america,residential,65.0,380532,1056011,2.842848685393102,5787291,3,5,medium,2,5,
CL00590,individual,primary_residence,canada,europe,industrial,55.0,381300,3757905,2.1451194484477636,4594623,13,6,medium,5,7,
CL00591,individual,commercial_use,uk,north_america,residential,26.0,189379,4125129,2.9694681948049957,5184253,13,9,high,4,1,
CL00592,institutional,primary_residence,usa,middle_east,mixed_use,66.0,274159,3861509,3.5809505782133266,4378316,10,15,low,3,1,
CL00593,individual,commercial_use,uae,middle_east,industrial,48.0,228159,892955,3.603886980874178,816775,2,7,medium,1,6,
CL00594,individual,commercial_use,canada,europe,industrial,73.0,340066,1366571,4.2980682791997165,3728478,6,8,medium,3,6,
CL00595,foreign_investor,primary_residence,uae,middle_east,commercial,44.0,224152,1861126,2.6708342678919035,5938854,8,3,medium,7,4,
CL00596,corporate,flip_resale,usa,asia_pacific,mixed_use,61.0,385492,4210993,1.292340364104601,4852034,4,20,medium,6,3,
CL00597,institutional,portfolio_diversification,uk,north_america,industrial,35.0,109335,393313,2.0946655396858307,6076983,12,20,high,7,0,
CL00598,individual,investment_rental,uae,middle_east,mixed_use,36.0,318456,4448366,4.920021852787268,6473617,15,7,low,3,2,
CL00599,individual,commercial_use,uae,asia_pacific,residential,64.0,96985,1702525,3.3850343009308084,604529,8,24,low,1,1,
CL00600,individual,portfolio_diversification,germany,europe,mixed_use,54.0,160744,1817355,3.838948339204081,2494218,7,6,low,1,6,
CL00601,individual,flip_resale,usa,asia_pacific,industrial,74.0,281713,4046617,1.0294313185016581,3011129,14,14,high,6,7,
CL00602,individual,investment_rental,canada,europe,commercial,52.0,480824,3583974,3.0728229287300834,5657426,19,20,medium,0,8,
CL00603,individual,investment_rental,usa,europe,industrial,56.0,393107,3342792,1.1501146301272125,1261766,14,2,medium,5,6,
CL00604,individual,commercial_use,uk,north_america,mixed_use,38.0,201349,1547922,3.276920848365792,7736288,13,16,low,2,5,
CL00605,individual,primary_residence,usa,north_america,mixed_use,49.0,61551,233114,4.6830833985443014,7411511,1,10,high,2,4,
CL00606,corporate,flip_resale,uk,asia_pacific,industrial,40.0,119813,3053718,4.873676522001631,3571147,19,8,high,3,4,
CL00607,individual,commercial_use,uae,north_america,mixed_use,67.0,479813,4785942,3.1622107015556966,689203,1,4,medium,6,3,
CL00608,corporate,flip_resale,uae,north_america,residential,44.0,393169,1987717,2.832819221008864,1461629,4,24,medium,2,2,
CL00609,corporate,primary_residence,usa,north_america,industrial,53.0,416486,784076,4.780068376993976,1050542,10,9,low,1,6,
CL00610,institutional,primary_residence,singapore,asia_pacific,commercial,61.0,206284,4068178,3.6944393279867804,3361636,3,14,medium,6,1,
CL00611,individual,commercial_use,usa,middle_east,industrial,34.0,39637,239133,1.2595971181536378,7617369,9,13,medium,7,0,
CL00612,foreign_investor,primary_residence,germany,north_america,residential,41.0,335402,3909697,2.8629023106699902,4104780,3,3,low,8,2,
CL00613,institutional,portfolio_diversification,australia,north_america,residential,56.0,458909,4639469,1.9609800738572156,4378416,6,20,medium,6,3,
CL00614,individual,investment_rental,uk,asia_pacific,residential,26.0,433040,1562597,2.8792172857947262,7170867,6,19,low,2,5,
CL00615,foreign_investor,commercial_use,uae,middle_east,residential,30.0,159553,370001,2.821862288025447,7492463,12,1,medium,7,4,
CL00616,real_estate_fund,flip_resale,uk,north_america,residential,50.0,56950,4717631,3.328579211258968,5479470,1,11,medium,3,1,
CL00617,individual,portfolio_diversification,usa,europe,commercial,27.0,446704,3497570,2.427081961397005,3095759,16,0,low,8,2,
CL00618,individual,commercial_use,uk,asia_pacific,mixed_use,46.0,157870,1499298,1.6570817978237122,6034640,5,23,medium,2,0,
CL00619,foreign_investor,primary_residence,germany,north_america,residential,52.0,30215,4247413,3.014877738359825,444768,9,19,medium,4,1,
CL00620,institutional,primary_residence,uae,north_america,residential,43.0,397747,882409,4.320811537383048,3502921,10,4,low,8,5,
CL00621,individual,primary_residence,usa,europe,industrial,23.0,303667,1817826,3.656048912270409,211264,13,5,high,8,2,
CL00622,individual,primary_residence,germany,europe,commercial,66.0,499116,2541724,2.3534714637008634,5244502,15,23,low,0,8,
CL00623,corporate,flip_resale,uae,asia_pacific,commercial,26.0,360833,4944636,4.742092091035429,7128774,12,10,medium,8,2,
CL00624,corporate,portfolio_diversification,germany,asia_pacific,mixed_use,48.0,53834,813391,4.648830284996729,6312079,5,7,low,3,4,
CL00625,institutional,investment_rental,uae,europe,commercial,46.0,326618,4799654,1.837393597536395,2609507,5,6,low,6,3,
CL00626,corporate,flip_resale,uae,asia_pacific,industrial,29.0,73066,437164,1.157670340481452,4988094,18,3,low,7,0,
CL00627,corporate,flip_resale,usa,europe,industrial,22.0,302544,3274209,3.965234833403049,4787452,12,5,low,8,2,
CL00628,institutional,investment_rental,usa,north_america,mixed_use,41.0,417355,2863779,4.3104410453966135,7720427,3,15,medium,2,5,
CL00629,individual,investment_rental,australia,europe,industrial,65.0,40345,2958214,4.871458263805421,3602097,7,19,low,3,1,
CL00630,individual,primary_residence,usa,europe,residential,44.0,63896,2334967,4.559345576353243,7098219,17,14,medium,3,4,
CL00631,institutional,flip_resale,australia,middle_east,residential,53.0,321043,2120880,3.4021390728256593,7442306,19,13,low,0,8,
CL00632,foreign_investor,commercial_use,uae,europe,industrial,32.0,320373,2901285,3.1202093568495233,3501191,18,22,low,4,7,
CL00633,corporate,investment_rental,usa,europe,mixed_use,60.0,297727,2516338,1.1113642050503452,1368284,1,11,medium,6,3,
CL00634,corporate,investment_rental,usa,middle_east,commercial,68.0,428113,4343780,1.9866257873791113,7238727,5,11,high,6,3,
CL00635,individual,portfolio_diversification,usa,asia_pacific,mixed_use,45.0,101537,3993193,2.8384590069317057,3230202,2,15,medium,6,0,
CL00636,corporate,commercial_use,canada,middle_east,commercial,48.0,270489,2917754,3.5140156003342713,6152874,1,14,medium,2,1,
CL00637,corporate,commercial_use,uk,north_america,industrial,50.0,427783,2881460,3.2290073332736426,7668933,7,12,low,2,5,
CL00638,individual,investment_rental,uk,middle_east,industrial,47.0,104807,1355959,3.970543958726762,5533182,11,10,high,7,4,
CL00639,individual,primary_residence,uk,north_america,residential,37.0,159648,4363397,2.1190677235481634,3871993,11,16,low,4,7,
CL00640,corporate,portfolio_diversification,usa,asia_pacific,commercial,56.0,404796,2213687,3.259810430609893,7923480,18,20,low,0,8,
CL00641,individual,commercial_use,uae,middle_east,mixed_use,41.0,174401,1719426,1.3525689735631685,2098058,17,14,medium,4,0,
CL00642,individual,investment_rental,usa,middle_east,industrial,67.0,262117,4550627,2.654662094332828,4838827,2,13,medium,6,1,
CL00643,individual,commercial_use,germany,asia_pacific,mixed_use,24.0,278780,2456068,4.000643331818404,6667320,7,9,high,2,5,
CL00644,individual,portfolio_diversification,uk,north_america,residential,22.0,363936,2238421,3.773603413716176,5942819,7,11,low,2,5,
CL00645,individual,portfolio_diversification,uk,middle_east,commercial,74.0,423444,1020631,4.962570948688716,772207,10,15,high,0,6,
CL00646,foreign_investor,flip_resale,uae,north_america,commercial,68.0,243286,385291,2.111564503951024,7792139,3,14,medium,2,8,
CL00647,corporate,investment_rental,uk,middle_east,industrial,22.0,67052,2635896,2.9927571966959166,5055536,12,9,medium,7,4,
CL00648,institutional,portfolio_diversification,australia,europe,commercial,38.0,480985,1749959,2.318121655095987,792064,3,3,low,8,2,
CL00649,foreign_investor,flip_resale,uae,middle_east,industrial,23.0,76032,3970019,2.762412456236699,1015630,11,22,low,4,1,
CL00650,corporate,flip_resale,usa,asia_pacific,residential,50.0,325830,2288077,4.427800519477552,5537691,12,8,high,3,5,
CL00651,individual,commercial_use,singapore,asia_pacific,commercial,41.0,369125,4884973,3.7368363007539465,4475001,4,20,medium,6,3,
CL00652,corporate,commercial_use,usa,north_america,industrial,27.0,128802,3869484,4.529764765390327,3096878,16,19,medium,4,2,
CL00653,corporate,flip_resale,usa,middle_east,mixed_use,29.0,486477,1390906,1.8140444333275458,7669460,18,8,high,5,0,
CL00654,institutional,commercial_use,australia,north_america,industrial,50.0,426025,1535367,2.9694681948049957,6967533,4,20,low,2,5,
CL00655,corporate,portfolio_diversification,germany,north_america,commercial,69.0,264337,1640450,1.2390490967135377,2135500,6,24,medium,6,8,
CL00656,individual,primary_residence,australia,europe,residential,72.0,202857,3821040,4.554397121748609,3122881,15,23,medium,0,7,
CL00657,individual,portfolio_diversification,uae,europe,commercial,54.0,459763,1789576,2.3162951178429116,1459989,1,19,low,6,3,
CL00658,corporate,flip_resale,uae,asia_pacific,commercial,24.0,334962,3346849,2.258350533656266,318678,3,10,low,8,2,
CL00659,institutional,flip_resale,usa,north_america,industrial,48.0,392566,365976,3.0483543067946557,4776160,5,10,medium,2,5,
