client_id,client_type,acquisition_purpose,country,region,property_type,age,annual_income,budget_range,satisfaction_score,property_value,investment_horizon_years,num_prior_investments,risk_tolerance
CL00429,Corporate,Commercial_Use,Germany,Asia_Pacific,Industrial,45.0,438727,4773584,1.7907612124579502,577709,11,8,Low
CL00430,Individual,Investment_Rental,Australia,Middle_East,Industrial,22.0,368250,1656232,2.2752692914920187,7679432,13,2,Medium
CL00431,Individual,Commercial_Use,Singapore,Europe,Mixed_Use,32.0,340809,887600,3.3739856632874057,405539,8,4,Medium
CL00432,Foreign_Investor,Portfolio_Diversification,UAE,Asia_Pacific,Residential,42.0,205486,4601572,1.840471103760858,7502245,1,19,Low
CL00433,Institutional,Commercial_Use,Singapore,Europe,Mixed_Use,25.0,373154,4067454,1.465326908533045,7063111,17,13,Medium
CL00434,Individual,Portfolio_Diversification,UAE,Middle_East,Industrial,28.0,102573,1585619,4.880467545673729,7466792,12,14,Medium
CL00435,Individual,Portfolio_Diversification,Singapore,North_America,Industrial,47.0,254737,1938524,1.0879272592384917,1900866,4,5,Medium
CL00436,Institutional,Portfolio_Diversification,UK,North_America,Mixed_Use,68.0,399947,1299399,4.2107896213440865,3454513,13,3,Medium
CL00437,Individual,Portfolio_Diversification,USA,Asia_Pacific,Residential,71.0,149682,2751813,4.152140598300088,3927173,9,7,Low
CL00438,Foreign_Investor,Portfolio_Diversification,USA,Middle_East,Mixed_Use,33.0,43386,222026,2.188856455380384,6383107,7,18,Medium
CL00439,Institutional,Investment_Rental,USA,Europe,Mixed_Use,52.0,416213,1381507,1.5425064640292536,1952272,5,4,Medium
CL00440,Individual,Primary_Residence,UK,Asia_Pacific,Industrial,38.0,84460,3310912,1.5825145868216937,5425463,5,12,Medium
CL00441,Individual,Flip_Resale,USA,Middle_East,Residential,54.0,429437,2704684,3.78972646894877,4997384,17,15,Medium
CL00442,Real_Estate_Fund,Primary_Residence,UAE,Middle_East,Commercial,32.0,446690,835053,3.5712263643446946,4326429,9,0,Low
CL00443,Corporate,Portfolio_Diversification,UK,Europe,Residential,49.0,145375,662167,4.130982697005547,6521400,6,12,High
CL00444,Corporate,Investment_Rental,Germany,Asia_Pacific,Mixed_Use,53.0,404804,3219712,4.749924689596419,3318097,19,21,Medium
CL00445,Foreign_Investor,Commercial_Use,USA,Middle_East,Mixed_Use,22.0,182117,411741,3.767709453066368,2185030,16,10,Medium
CL00446,Real_Estate_Fund,Investment_Rental,USA,Middle_East,Mixed_Use,68.0,383463,4297930,1.6234061462057738,2100852,2,20,Medium
CL00447,Real_Estate_Fund,Portfolio_Diversification,Singapore,Middle_East,Residential,49.0,146582,1758800,1.9737704670616427,7509542,10,7,Medium
CL00448,Foreign_Investor,Investment_Rental,UAE,Europe,Industrial,74.0,428138,1643971,4.368774923492458,5384748,16,24,Low
CL00449,Corporate,Investment_Rental,USA,Asia_Pacific,Mixed_Use,63.0,273015,1907737,1.8372243033368343,162120,5,7,Low
CL00450,Individual,Portfolio_Diversification,Canada,Asia_Pacific,Mixed_Use,28.0,183778,3851531,1.2900892678179257,774135,15,23,Low
CL00451,Foreign_Investor,Investment_Rental,Canada,Asia_Pacific,Residential,23.0,334915,2405289,3.813120216169002,4967167,13,13,Medium
CL00452,Corporate,Flip_Resale,UK,Asia_Pacific,Commercial,63.0,82335,3131301,2.610105421960568,7881445,13,12,Low
CL00453,Corporate,Flip_Resale,UK,North_America,Commercial,45.0,259087,2944472,4.680160210183614,7757471,13,2,Low
CL00454,Real_Estate_Fund,Investment_Rental,Australia,North_America,Industrial,25.0,82949,244454,3.601020284374646,4889052,15,3,Medium
CL00455,Individual,Commercial_Use,Singapore,Asia_Pacific,Industrial,65.0,493930,4730746,1.361675911166643,6980707,14,19,Low
CL00456,Corporate,Portfolio_Diversification,UAE,Europe,Mixed_Use,40.0,125558,354043,,6256428,8,14,Medium
CL00457,Individual,Flip_Resale,Germany,North_America,Residential,47.0,438456,4937502,2.0342290545609836,2203902,11,14,Medium
CL00458,Corporate,Commercial_Use,UK,Middle_East,Mixed_Use,32.0,394416,2660079,2.348849961625143,4895920,18,20,Low
CL00459,Individual,Investment_Rental,UK,North_America,Industrial,61.0,294860,4914647,2.609041654734168,7312517,4,12,Medium
CL00460,Individual,Commercial_Use,UK,Middle_East,Residential,71.0,177646,1945733,1.204897185617253,2371186,10,8,Low
CL00461,Individual,Primary_Residence,Germany,Asia_Pacific,Residential,64.0,272887,4404388,2.9860616889224194,5938773,1,24,High
CL00462,Institutional,Flip_Resale,UAE,North_America,Industrial,32.0,496933,1114391,1.493273964301169,6290213,5,9,Medium
CL00463,Institutional,Investment_Rental,Singapore,Europe,Commercial,66.0,467282,573006,2.603881306753407,3471613,13,11,Low
CL00464,Corporate,Portfolio_Diversification,UK,North_America,Commercial,24.0,222898,4274904,2.402839151968337,7667475,1,13,Low
CL00465,Real_Estate_Fund,Investment_Rental,USA,North_America,Residential,33.0,181285,2984991,4.091360333706014,7073985,8,0,Medium
CL00466,Corporate,Portfolio_Diversification,UAE,North_America,Mixed_Use,24.0,101916,173568,4.212682046530924,984030,3,13,Low
CL00467,Individual,Investment_Rental,Singapore,Asia_Pacific,Commercial,63.0,227223,3304288,1.613651529556352,4536152,3,13,Low
CL00468,Foreign_Investor,Commercial_Use,UAE,Europe,Mixed_Use,48.0,289590,1297442,2.466204749516905,2501441,7,7,Medium
CL00469,Individual,Commercial_Use,USA,North_America,Commercial,70.0,278090,1299529,2.4934126441273268,6251570,4,15,High
CL00470,Real_Estate_Fund,Commercial_Use,Canada,Europe,Commercial,23.0,80906,1890228,1.6056417757443402,3074553,3,13,Medium
CL00471,Individual,Primary_Residence,USA,Asia_Pacific,Mixed_Use,70.0,292607,2423176,4.193814020204762,2416598,15,0,Medium
CL00472,Real_Estate_Fund,Portfolio_Diversification,Australia,Middle_East,Industrial,37.0,455189,1329351,3.828913313341693,1926238,8,15,High
CL00473,Individual,Commercial_Use,USA,North_America,Commercial,23.0,104694,1061858,1.761527145188139,212784,3,17,Low
CL00474,Foreign_Investor,Primary_Residence,Singapore,Europe,Commercial,51.0,443867,571678,2.466887634375196,7408842,7,6,High
CL00475,Corporate,Portfolio_Diversification,USA,Europe,Mixed_Use,41.0,360838,1529740,1.4232200994260569,5277736,18,14,Medium
CL00476,Real_Estate_Fund,Investment_Rental,Canada,Asia_Pacific,Industrial,59.0,312152,3082885,,5414154,11,23,Medium
CL00477,Individual,Primary_Residence,UAE,North_America,Commercial,49.0,100474,4308694,1.4854876981944787,6047162,11,16,High
CL00478,Corporate,Flip_Resale,USA,Middle_East,Commercial,46.0,68185,597619,4.943736674499672,5165152,17,18,Low
CL00479,Real_Estate_Fund,Primary_Residence,UK,Europe,Industrial,53.0,380068,318547,4.122728298751449,6658676,6,22,Low
CL00480,Corporate,Primary_Residence,USA,North_America,Commercial,31.0,292048,651595,2.5609541983359803,5060662,8,12,Medium
CL00481,Institutional,Portfolio_Diversification,USA,Middle_East,Industrial,,497633,4521740,3.3142557291174177,2609730,1,8,Medium
CL00482,Institutional,Investment_Rental,Australia,Europe,Industrial,61.0,286574,2422273,4.6453672648656354,4588072,10,23,Medium
CL00483,Corporate,Flip_Resale,UK,Europe,Mixed_Use,54.0,232211,2184820,3.2163971215833045,2145127,19,23,Low
CL00484,Institutional,Commercial_Use,Germany,Middle_East,Residential,34.0,327124,1522533,1.6979939455918207,7926604,3,14,Medium
CL00485,Corporate,Commercial_Use,Singapore,Middle_East,Industrial,62.0,52504,3939346,2.5148134223246372,1891070,4,24,Medium
CL00486,Real_Estate_Fund,Primary_Residence,Singapore,Asia_Pacific,Mixed_Use,63.0,84970,3958804,4.372579460118981,1658834,11,2,Medium
CL00487,Individual,Portfolio_Diversification,USA,North_America,Residential,68.0,308910,2425452,3.5768520639584716,1185108,15,23,High
CL00488,Individual,Portfolio_Diversification,USA,North_America,Commercial,58.0,146944,1493488,3.6028975373352012,7308646,1,0,Medium
CL00489,Real_Estate_Fund,Commercial_Use,Germany,Asia_Pacific,Residential,37.0,386066,1028252,4.467285942753957,4487739,9,15,Low
CL00490,Foreign_Investor,Flip_Resale,Australia,Europe,Industrial,66.0,434911,687073,4.575892229850019,628365,11,7,Medium
CL00491,Corporate,Investment_Rental,UK,Middle_East,Industrial,,441012,700338,4.679170287117746,5306371,19,22,Medium
CL00492,Institutional,Flip_Resale,UK,Middle_East,Industrial,41.0,203615,4841330,1.3793967730126244,3064212,13,12,Low
CL00493,Individual,Investment_Rental,UAE,Middle_East,Industrial,71.0,437775,174231,3.1765040078524036,2224242,16,7,Low
CL00494,Individual,Commercial_Use,Australia,Europe,Industrial,64.0,194211,3626185,3.9620380848732744,7994168,4,16,High
CL00495,Corporate,Investment_Rental,UK,Middle_East,Mixed_Use,48.0,150494,4245466,4.027707380508055,5382761,1,21,High
CL00496,Corporate,Portfolio_Diversification,UK,Middle_East,Industrial,62.0,264941,1950131,3.4268648078800155,3365400,13,22,Medium
CL00497,Corporate,Primary_Residence,Canada,Asia_Pacific,Mixed_Use,37.0,38802,4788200,1.6671493407346967,1769110,1,13,Low
CL00498,Individual,Primary_Residence,USA,Europe,Commercial,55.0,497059,2353840,4.189682215766657,5272969,5,20,High
CL00499,Real_Estate_Fund,Commercial_Use,USA,North_America,Industrial,53.0,201277,2693050,3.880445334059783,644209,5,20,High
CL00500,Real_Estate_Fund,Portfolio_Diversification,Singapore,Asia_Pacific,Industrial,47.0,326303,4122529,1.3445430861961452,763398,14,6,Medium
CL00501,Institutional,Flip_Resale,Canada,Asia_Pacific,Residential,46.0,41516,3213534,2.855239298697505,1684230,14,14,High
CL00502,Corporate,Portfolio_Diversification,USA,North_America,Commercial,23.0,342636,3700957,1.6959095980872143,6706410,8,15,High
CL00503,Individual,Primary_Residence,UAE,Asia_Pacific,Industrial,33.0,321230,2898610,2.3499081828518875,1913796,4,18,High
CL00504,Foreign_Investor,Primary_Residence,UAE,Europe,Industrial,61.0,143758,3271856,1.0723243688227417,5601151,7,5,High
CL00505,Institutional,Portfolio_Diversification,UAE,Middle_East,Commercial,30.0,60480,1180132,2.601319473643033,4940280,19,22,Medium
CL00506,Individual,Portfolio_Diversification,Singapore,Europe,Mixed_Use,,213163,1825812,3.199507684624842,1001980,15,0,Medium
CL00507,Real_Estate_Fund,Primary_Residence,UAE,North_America,Industrial,47.0,158023,3385749,3.4783303713083473,1916299,4,11,Medium
CL00508,Foreign_Investor,Flip_Resale,UK,North_America,Residential,30.0,402339,4870554,3.6539613805148403,4617610,19,17,Medium
CL00509,Real_Estate_Fund,Commercial_Use,UAE,Asia_Pacific,Industrial,31.0,208838,1762918,,4170018,9,15,Medium
CL00510,Institutional,Commercial_Use,UAE,Europe,Residential,,330881,617200,1.8618516291029201,7039279,13,11,High
CL00511,Institutional,Portfolio_Diversification,UAE,Europe,Residential,55.0,301409,4477987,1.4819272897538718,6841891,14,19,Medium
CL00512,Corporate,Commercial_Use,Canada,North_America,Industrial,69.0,144165,3939973,4.406148687591703,7036608,14,12,Medium
CL00513,Real_Estate_Fund,Primary_Residence,USA,Europe,Industrial,,149501,1463864,1.6264512595705996,7608403,10,7,Medium
CL00514,Foreign_Investor,Primary_Residence,Germany,North_America,Residential,60.0,279329,4826429,4.899040325344782,1812656,16,21,Medium
CL00515,Individual,Portfolio_Diversification,Germany,Europe,Commercial,23.0,363134,1329003,4.370152917594548,5044097,5,0,Medium
CL00516,Individual,Portfolio_Diversification,UK,Europe,Commercial,22.0,307530,2060220,3.0035064235583966,2760366,6,20,Low
CL00517,Corporate,Portfolio_Diversification,UAE,Europe,Industrial,72.0,396862,3100264,4.925685699688101,5862946,2,6,Medium
CL00518,Foreign_Investor,Flip_Resale,UK,North_America,Mixed_Use,57.0,329569,872291,1.3895069164320168,7223160,13,14,Low
CL00519,Real_Estate_Fund,Commercial_Use,USA,Asia_Pacific,Commercial,45.0,151635,3614674,2.2122630447004066,5459068,13,21,Low
CL00520,Individual,Portfolio_Diversification,UK,Europe,Industrial,48.0,204326,1133879,3.552897660162446,1384599,19,12,Medium
CL00521,Corporate,Investment_Rental,USA,North_America,Commercial,23.0,250935,2248164,2.400027473892715,6261030,18,12,Low
CL00522,Corporate,Investment_Rental,UK,North_America,Mixed_Use,52.0,83634,3173961,4.713490207923167,5106780,19,8,Medium
CL00523,Real_Estate_Fund,Primary_Residence,Germany,Europe,Industrial,35.0,208734,318168,1.2625043527112703,710846,1,23,Low
CL00524,Foreign_Investor,Commercial_Use,UK,Europe,Mixed_Use,23.0,379132,248178,3.1976473282438582,4473242,8,14,Low
CL00525,Foreign_Investor,Portfolio_Diversification,Germany,Asia_Pacific,Industrial,50.0,264856,158123,3.363465069580458,1345307,16,3,Medium
CL00526,Corporate,Investment_Rental,UAE,North_America,Mixed_Use,36.0,398481,2308977,3.6109124951088964,7238323,2,12,Medium
CL00527,Corporate,Commercial_Use,Canada,North_America,Commercial,33.0,248599,1317309,2.0226648933272577,3021712,8,11,High
CL00528,Individual,Primary_Residence,UAE,Middle_East,Commercial,58.0,267919,2967543,2.458265710079458,4267143,6,4,Medium
CL00529,Individual,Flip_Resale,USA,North_America,Mixed_Use,49.0,498668,3470698,4.374722118659911,7053538,16,6,Low
CL00530,Foreign_Investor,Commercial_Use,Singapore,Asia_Pacific,Mixed_Use,41.0,433359,2422018,1.7797710758806393,3127407,11,7,Medium
CL00531,Foreign_Investor,Commercial_Use,USA,Middle_East,Mixed_Use,60.0,438797,815003,4.307471388693449,1005656,17,4,Medium
CL00532,Real_Estate_Fund,Flip_Resale,UAE,Middle_East,Industrial,45.0,97443,2375598,3.2506216916109696,4810745,19,8,Medium
CL00533,Real_Estate_Fund,Commercial_Use,Canada,Middle_East,Commercial,42.0,321568,4992571,4.0487500447763285,6967123,11,13,High
CL00534,Corporate,Primary_Residence,USA,Europe,Industrial,31.0,380988,4591260,3.854429465053886,7854723,8,11,Medium
CL00535,Foreign_Investor,Primary_Residence,UK,Europe,Commercial,67.0,334128,936002,1.830045981539516,6025709,4,3,Medium
CL00536,Real_Estate_Fund,Flip_Resale,Singapore,North_America,Residential,35.0,71505,1461621,3.2752509457354915,3716568,11,19,Medium
CL00537,Foreign_Investor,Portfolio_Diversification,Canada,Middle_East,Industrial,58.0,132478,1270642,4.4708926112203695,4829020,8,7,High
CL00538,Individual,Investment_Rental,Singapore,Asia_Pacific,Commercial,39.0,92699,490508,2.7284649472077174,1942363,9,16,Medium
CL00539,Corporate,Portfolio_Diversification,UK,Europe,Commercial,45.0,450173,1869107,4.866363080893267,788922,2,7,Low
CL00540,Individual,Commercial_Use,Singapore,Asia_Pacific,Industrial,35.0,448680,136160,2.8088604004068722,927867,16,20,Medium
CL00541,Real_Estate_Fund,Investment_Rental,UK,Asia_Pacific,Industrial,55.0,406156,119156,1.5711425466715387,4210861,6,0,Medium
CL00542,Institutional,Flip_Resale,Singapore,Europe,Commercial,33.0,184721,2670348,2.557738720310693,5712769,19,19,High
CL00543,Individual,Flip_Resale,Australia,Europe,Industrial,43.0,465281,2662688,4.806809625562149,3216461,8,1,Medium
CL00544,Institutional,Investment_Rental,Singapore,Europe,Mixed_Use,27.0,326902,4754126,2.278883397359417,6021083,14,3,Low
CL00545,Institutional,Primary_Residence,Canada,Europe,Industrial,57.0,166668,4251674,4.472392639468252,5906911,16,23,High
CL00546,Corporate,Investment_Rental,USA,Middle_East,Industrial,66.0,308518,1914630,4.525002726727559,2652884,12,20,High
CL00547,Individual,Commercial_Use,Singapore,Middle_East,Industrial,57.0,148686,981809,2.4007460973278443,7176238,5,0,Low
CL00548,Institutional,Primary_Residence,Germany,Middle_East,Commercial,43.0,295919,4599311,1.3330306322025285,6658371,19,6,High
CL00549,Corporate,Flip_Resale,USA,Middle_East,Mixed_Use,35.0,319532,837197,3.898231636635273,1852424,18,0,Medium
CL00550,Foreign_Investor,Investment_Rental,Canada,North_America,Residential,37.0,415944,3908282,2.246049196055944,3451643,9,8,Medium
CL00551,Corporate,Portfolio_Diversification,UK,Middle_East,Residential,57.0,313173,745649,4.13169445703029,4325252,2,2,High
CL00552,Foreign_Investor,Portfolio_Diversification,Singapore,Europe,Mixed_Use,46.0,113981,312986,2.7706193930417324,1335560,12,11,Medium
CL00553,Corporate,Commercial_Use,Germany,Asia_Pacific,Mixed_Use,53.0,345783,3443014,2.9410669693704863,6659887,2,18,Low
CL00554,Corporate,Portfolio_Diversification,Singapore,Middle_East,Mixed_Use,54.0,144010,3738236,4.111637626994147,1910968,10,14,Medium
CL00555,Foreign_Investor,Investment_Rental,USA,North_America,Commercial,66.0,437861,129777,2.5294533242465116,1096301,1,21,Medium
CL00556,Corporate,Investment_Rental,UAE,Europe,Residential,57.0,61105,3502155,2.772509381291658,5006113,4,15,Low
CL00557,Individual,Portfolio_Diversification,UAE,Asia_Pacific,Mixed_Use,41.0,436884,3927271,2.5047618750784886,4477101,12,9,Medium
CL00558,Individual,Investment_Rental,Canada,Asia_Pacific,Commercial,39.0,289021,4714965,2.46936206110912,1017838,9,21,Medium
CL00559,Foreign_Investor,Commercial_Use,UK,Middle_East,Residential,59.0,177032,298110,3.1037863076058376,1207880,4,5,Medium
CL00560,Institutional,Primary_Residence,UK,Asia_Pacific,Industrial,24.0,156519,4179430,4.235197778004602,3237714,9,16,Medium
CL00561,Institutional,Commercial_Use,Singapore,Middle_East,Commercial,44.0,172429,514627,2.4470732476902635,4469859,6,20,High
CL00562,Individual,Commercial_Use,UK,Middle_East,Residential,53.0,487820,2903089,3.097018882150947,7896911,1,21,Medium
CL00563,Individual,Investment_Rental,Singapore,Europe,Commercial,66.0,394883,2475163,,3628192,10,23,Medium
CL00564,Individual,Primary_Residence,Singapore,Europe,Residential,37.0,343940,3832517,2.07775778521462,1721853,14,16,Low
CL00565,Corporate,Investment_Rental,Canada,North_America,Residential,26.0,307948,3391066,2.1100912196095702,618224,18,20,Medium
CL00566,Corporate,Flip_Resale,UAE,Europe,Industrial,25.0,157732,4984872,4.733652508093819,3280576,6,18,High
CL00567,Corporate,Investment_Rental,UAE,Europe,Commercial,42.0,175698,4853954,3.8941382933243545,3390216,18,17,Medium
CL00568,Corporate,Investment_Rental,USA,Middle_East,Mixed_Use,61.0,189204,1317933,3.3087467048932355,1457066,16,10,Medium
CL00569,Real_Estate_Fund,Investment_Rental,USA,Europe,Industrial,72.0,300095,1799547,3.590880217682448,5730615,15,23,Medium
CL00570,Individual,Primary_Residence,USA,Middle_East,Industrial,35.0,429665,2977597,1.1171977724136735,5750068,16,6,Medium
CL00571,Corporate,Investment_Rental,USA,Middle_East,Residential,60.0,311209,4500131,3.4724118622467874,935890,8,9,Low
CL00572,Foreign_Investor,Primary_Residence,Singapore,Europe,Mixed_Use,52.0,393647,3209823,3.0380354928968076,4237954,13,6,High
CL00573,Corporate,Portfolio_Diversification,Singapore,North_America,Commercial,35.0,135072,442424,3.1829987191177427,6055686,11,4,Low
CL00574,Institutional,Flip_Resale,UAE,North_America,Mixed_Use,,170202,1561659,2.4376953073232683,5774328,7,11,Medium
CL00575,Foreign_Investor,Primary_Residence,Germany,Asia_Pacific,Mixed_Use,33.0,119360,3040107,1.3258955908517676,1072229,17,15,Medium
CL00576,Real_Estate_Fund,Portfolio_Diversification,Australia,Asia_Pacific,Mixed_Use,,92287,2150241,1.7733569344482087,2988109,18,24,Medium
CL00577,Individual,Primary_Residence,Germany,Europe,Mixed_Use,38.0,268009,3121034,4.802978852850687,2753441,19,20,Low
CL00578,Real_Estate_Fund,Primary_Residence,Singapore,North_America,Mixed_Use,66.0,212774,1256245,2.634798249083736,4956799,13,17,Medium
CL00579,Corporate,Flip_Resale,UAE,Middle_East,Residential,44.0,198065,258998,2.8667326233234567,348017,15,2,Low
CL00580,Individual,Commercial_Use,UK,Asia_Pacific,Residential,35.0,192947,1776079,1.210839159413756,3893757,1,19,Low
CL00581,Corporate,Commercial_Use,USA,Middle_East,Industrial,28.0,276356,722995,1.1502649181759224,5409245,16,14,Medium
CL00582,Real_Estate_Fund,Primary_Residence,UK,Asia_Pacific,Residential,67.0,167126,3862853,3.8687257881870307,5196528,5,4,Medium
CL00583,Corporate,Investment_Rental,Canada,Europe,Industrial,53.0,260881,4150230,3.152378656484445,7161673,3,12,Low
CL00584,Individual,Portfolio_Diversification,Germany,North_America,Industrial,36.0,137357,2103011,3.0348239368650667,3018921,10,18,Low
CL00585,Institutional,Investment_Rental,USA,Asia_Pacific,Commercial,65.0,471733,1376120,1.9724981216906747,5015368,19,11,High
CL00586,Individual,Investment_Rental,UAE,North_America,Mixed_Use,38.0,237440,4561918,3.979002926519689,6602430,5,22,High
CL00587,Individual,Primary_Residence,Germany,Middle_East,Residential,62.0,59670,3473195,1.6729463164339675,3153225,7,20,Low
CL00588,Individual,Primary_Residence,USA,Europe,Commercial,68.0,341256,1908516,1.7597389746440801,2479518,14,4,Medium
CL00589,Individual,Primary_Residence,UK,North_America,Residential,65.0,380532,1056011,2.842848685393102,5787291,3,5,Medium
CL00590,Individual,Primary_Residence,Canada,Europe,Industrial,55.0,381300,3757905,2.1451194484477636,4594623,13,6,Medium
CL00591,Individual,Commercial_Use,UK,North_America,Residential,26.0,189379,4125129,,5184253,13,9,High
CL00592,Institutional,Primary_Residence,USA,Middle_East,Mixed_Use,66.0,274159,3861509,3.5809505782133266,4378316,10,15,Low
CL00593,Individual,Commercial_Use,UAE,Middle_East,Industrial,48.0,228159,892955,3.603886980874178,816775,2,7,Medium
CL00594,Individual,Commercial_Use,Canada,Europe,Industrial,73.0,340066,1366571,4.2980682791997165,3728478,6,8,Medium
CL00595,Foreign_Investor,Primary_Residence,UAE,Middle_East,Commercial,44.0,224152,1861126,2.6708342678919035,5938854,8,3,Medium
CL00596,Corporate,Flip_Resale,USA,Asia_Pacific,Mixed_Use,61.0,385492,4210993,1.292340364104601,4852034,4,20,Medium
CL00597,Institutional,Portfolio_Diversification,UK,North_America,Industrial,35.0,109335,393313,2.0946655396858307,6076983,12,20,High
CL00598,Individual,Investment_Rental,UAE,Middle_East,Mixed_Use,36.0,318456,4448366,4.920021852787268,6473617,15,7,Low
CL00599,Individual,Commercial_Use,UAE,Asia_Pacific,Residential,64.0,96985,1702525,3.3850343009308084,604529,8,24,Low
CL00600,Individual,Portfolio_Diversification,Germany,Europe,Mixed_Use,54.0,160744,1817355,3.838948339204081,2494218,7,6,Low
CL00601,Individual,Flip_Resale,USA,Asia_Pacific,Industrial,74.0,281713,4046617,1.0294313185016581,3011129,14,14,High
CL00602,Individual,Investment_Rental,Canada,Europe,Commercial,52.0,480824,3583974,3.0728229287300834,5657426,19,20,Medium
CL00603,Individual,Investment_Rental,USA,Europe,Industrial,56.0,393107,3342792,1.1501146301272125,1261766,14,2,Medium
CL00604,Individual,Commercial_Use,UK,North_America,Mixed_Use,38.0,201349,1547922,3.276920848365792,7736288,13,16,Low
CL00605,Individual,Primary_Residence,USA,North_America,Mixed_Use,49.0,61551,233114,4.6830833985443014,7411511,1,10,High
CL00606,Corporate,Flip_Resale,UK,Asia_Pacific,Industrial,40.0,119813,3053718,4.873676522001631,3571147,19,8,High
CL00607,Individual,Commercial_Use,UAE,North_America,Mixed_Use,67.0,479813,4785942,3.1622107015556966,689203,1,4,Medium
CL00608,Corporate,Flip_Resale,UAE,North_America,Residential,44.0,393169,1987717,2.832819221008864,1461629,4,24,Medium
CL00609,Corporate,Primary_Residence,USA,North_America,Industrial,53.0,416486,784076,4.780068376993976,1050542,10,9,Low
CL00610,Institutional,Primary_Residence,Singapore,Asia_Pacific,Commercial,61.0,206284,4068178,3.6944393279867804,3361636,3,14,Medium
CL00611,Individual,Commercial_Use,USA,Middle_East,Industrial,34.0,39637,239133,1.2595971181536378,7617369,9,13,Medium
CL00612,Foreign_Investor,Primary_Residence,Germany,North_America,Residential,41.0,335402,3909697,2.8629023106699902,4104780,3,3,Low
CL00613,Institutional,Portfolio_Diversification,Australia,North_America,Residential,56.0,458909,4639469,1.9609800738572156,4378416,6,20,Medium
CL00614,Individual,Investment_Rental,UK,Asia_Pacific,Residential,26.0,433040,1562597,2.8792172857947262,7170867,6,19,Low
CL00615,Foreign_Investor,Commercial_Use,UAE,Middle_East,Residential,30.0,159553,370001,2.821862288025447,7492463,12,1,Medium
CL00616,Real_Estate_Fund,Flip_Resale,UK,North_America,Residential,50.0,56950,4717631,3.328579211258968,5479470,1,11,Medium
CL00617,Individual,Portfolio_Diversification,USA,Europe,Commercial,27.0,446704,3497570,2.427081961397005,3095759,16,0,Low
CL00618,Individual,Commercial_Use,UK,Asia_Pacific,Mixed_Use,46.0,157870,1499298,1.6570817978237122,6034640,5,23,Medium
CL00619,Foreign_Investor,Primary_Residence,Germany,North_America,Residential,52.0,30215,4247413,3.014877738359825,444768,9,19,Medium
CL00620,Institutional,Primary_Residence,UAE,North_America,Residential,43.0,397747,882409,4.320811537383048,3502921,10,4,Low
CL00621,Individual,Primary_Residence,USA,Europe,Industrial,23.0,303667,1817826,3.656048912270409,211264,13,5,High
CL00622,Individual,Primary_Residence,Germany,Europe,Commercial,66.0,499116,2541724,2.3534714637008634,5244502,15,23,Low
CL00623,Corporate,Flip_Resale,UAE,Asia_Pacific,Commercial,26.0,360833,4944636,4.742092091035429,7128774,12,10,Medium
CL00624,Corporate,Portfolio_Diversification,Germany,Asia_Pacific,Mixed_Use,,53834,813391,4.648830284996729,6312079,5,7,Low
CL00625,Institutional,Investment_Rental,UAE,Europe,Commercial,46.0,326618,4799654,1.837393597536395,2609507,5,6,Low
CL00626,Corporate,Flip_Resale,UAE,Asia_Pacific,Industrial,29.0,73066,437164,1.157670340481452,4988094,18,3,Low
CL00627,Corporate,Flip_Resale,USA,Europe,Industrial,22.0,302544,3274209,3.965234833403049,4787452,12,5,Low
CL00628,Institutional,Investment_Rental,USA,North_America,Mixed_Use,41.0,417355,2863779,4.3104410453966135,7720427,3,15,Medium
CL00629,Individual,Investment_Rental,Australia,Europe,Industrial,65.0,40345,2958214,4.871458263805421,3602097,7,19,Low
CL00630,Individual,Primary_Residence,USA,Europe,Residential,44.0,63896,2334967,4.559345576353243,7098219,17,14,Medium
CL00631,Institutional,Flip_Resale,Australia,Middle_East,Residential,53.0,321043,2120880,3.4021390728256593,7442306,19,13,Low
CL00632,Foreign_Investor,Commercial_Use,UAE,Europe,Industrial,32.0,320373,2901285,3.1202093568495233,3501191,18,22,Low
CL00633,Corporate,Investment_Rental,USA,Europe,Mixed_Use,60.0,297727,2516338,1.1113642050503452,1368284,1,11,Medium
CL00634,Corporate,Investment_Rental,USA,Middle_East,Commercial,68.0,428113,4343780,1.9866257873791113,7238727,5,11,High
CL00635,Individual,Portfolio_Diversification,USA,Asia_Pacific,Mixed_Use,45.0,101537,3993193,2.8384590069317057,3230202,2,15,Medium
CL00636,Corporate,Commercial_Use,Canada,Middle_East,Commercial,,270489,2917754,3.5140156003342713,6152874,1,14,Medium
CL00637,Corporate,Commercial_Use,UK,North_America,Industrial,50.0,427783,2881460,3.2290073332736426,7668933,7,12,Low
CL00638,Individual,Investment_Rental,UK,Middle_East,Industrial,47.0,104807,1355959,3.970543958726762,5533182,11,10,High
CL00639,Individual,Primary_Residence,UK,North_America,Residential,37.0,159648,4363397,2.1190677235481634,3871993,11,16,Low
CL00640,Corporate,Portfolio_Diversification,USA,Asia_Pacific,Commercial,56.0,404796,2213687,3.259810430609893,7923480,18,20,Low
CL00641,Individual,Commercial_Use,UAE,Middle_East,Mixed_Use,41.0,174401,1719426,1.3525689735631685,2098058,17,14,Medium
CL00642,Individual,Investment_Rental,USA,Middle_East,Industrial,67.0,262117,4550627,2.654662094332828,4838827,2,13,Medium
CL00643,Individual,Commercial_Use,Germany,Asia_Pacific,Mixed_Use,24.0,278780,2456068,4.000643331818404,6667320,7,9,High
